 
****************************************
Report : timing
        -path full
        -delay max
        -max_paths 1
Design : Top
Version: R-2020.09-SP5
Date   : Fri May 20 01:52:24 2022
****************************************

 # A fanout number of 1000 was used for high fanout net computations.

Operating Conditions: WCCOM   Library: fsa0m_a_generic_core_ss1p62v125c
Wire Load Model Mode: enclosed

  Startpoint: i_mode (input port clocked by clk)
  Endpoint: aes_top/temp_out_r_reg[119]
            (rising edge-triggered flip-flop clocked by clk)
  Path Group: clk
  Path Type: max

  Des/Clust/Port     Wire Load Model       Library
  aes_top/oneround/mix/U259/O (INV1S)                     0.10     188.98 f
  aes_top/oneround/mix/U261/O (INV1S)                     0.33     189.32 r
  aes_top/oneround/mix/U478/O (MOAI1S)                    0.26     189.58 r
  aes_top/oneround/mix/U480/O (MOAI1S)                    0.34     189.92 f
  aes_top/oneround/mix/U819/O (MOAI1S)                    0.35     190.28 f
  aes_top/oneround/mix/out_inv[31] (MixColumn)            0.00     190.28 f
  aes_top/oneround/U743/O (MOAI1S)                        0.32     190.60 f
  aes_top/oneround/invshift/in[31] (InvShiftRow)          0.00     190.60 f
  aes_top/oneround/invshift/U50/O (BUF1)                  0.19     190.79 f
  aes_top/oneround/invshift/out[31] (InvShiftRow)         0.00     190.79 f
  aes_top/oneround/U470/O (AO222)                         0.47     191.26 f
  aes_top/oneround/sub32/in[31] (SubByte_32)              0.00     191.26 f
  aes_top/oneround/sub32/s0/in[7] (SubOneByte_15)         0.00     191.26 f
  aes_top/oneround/sub32/s0/U390/O (MUX2)                 0.31     191.57 f
  aes_top/oneround/sub32/s0/U392/O (INV1S)                0.19     191.75 r
  aes_top/oneround/sub32/s0/U21/O (NR2)                   0.19     191.95 f
  aes_top/oneround/sub32/s0/U407/O (AOI22S)               0.19     192.13 r
  aes_top/oneround/sub32/s0/U419/O (ND2S)                 0.21     192.34 f
  aes_top/oneround/sub32/s0/m0/in[5] (MultiplyM_15)       0.00     192.34 f
  aes_top/oneround/sub32/s0/m0/U2/O (MOAI1S)              0.84     193.19 r
  aes_top/oneround/sub32/s0/m0/U17/O (MOAI1S)             0.14     193.33 f
  aes_top/oneround/sub32/s0/m0/out[7] (MultiplyM_15)      0.00     193.33 f
  aes_top/oneround/sub32/s0/c1/in[7] (AddC_15)            0.00     193.33 f
  aes_top/oneround/sub32/s0/c1/U8/O (BUF1)                0.22     193.55 f
  aes_top/oneround/sub32/s0/c1/out[7] (AddC_15)           0.00     193.55 f
  aes_top/oneround/sub32/s0/U87/O (MUX2)                  0.36     193.91 f
  aes_top/oneround/sub32/s0/out[7] (SubOneByte_15)        0.00     193.91 f
  aes_top/oneround/sub32/out[31] (SubByte_32)             0.00     193.91 f
  aes_top/oneround/U932/O (AO222)                         0.37     194.28 f
  aes_top/oneround/add/in[31] (AddRoundKey_0)             0.00     194.28 f
  aes_top/oneround/add/U110/O (MAOI1)                     0.18     194.46 r
  aes_top/oneround/add/out[31] (AddRoundKey_0)            0.00     194.46 r
  aes_top/oneround/U559/O (INV1S)                         0.19     194.65 f
  aes_top/oneround/U23/O (MOAI1S)                         1.26     195.90 r
  aes_top/oneround/mix/in[31] (MixColumn)                 0.00     195.90 r
  aes_top/oneround/mix/U50/O (INV1S)                      0.10     196.00 f
  aes_top/oneround/mix/U51/O (INV1S)                      0.21     196.21 r
  aes_top/oneround/mix/U552/O (MOAI1S)                    0.15     196.36 f
  aes_top/oneround/mix/U553/O (MOAI1S)                    0.66     197.02 r
  aes_top/oneround/mix/out[23] (MixColumn)                0.00     197.02 r
  aes_top/oneround/U143/O (AO222)                         0.30     197.32 r
  aes_top/oneround/add/in[23] (AddRoundKey_0)             0.00     197.32 r
  aes_top/oneround/add/U113/O (MAOI1)                     0.21     197.53 r
  aes_top/oneround/add/out[23] (AddRoundKey_0)            0.00     197.53 r
  aes_top/oneround/U463/O (INV1S)                         0.19     197.72 f
  aes_top/oneround/U464/O (MOAI1S)                        0.29     198.01 r
  aes_top/oneround/U465/O (MUX2)                          0.38     198.39 r
  aes_top/oneround/sub96/in[87] (SubByte_96)              0.00     198.39 r
  aes_top/oneround/sub96/s1/in[7] (SubOneByte_10)         0.00     198.39 r
  aes_top/oneround/sub96/s1/U361/O (MUX2)                 0.27     198.66 r
  aes_top/oneround/sub96/s1/U362/O (INV1S)                0.17     198.83 f
  aes_top/oneround/sub96/s1/U21/O (NR2)                   0.39     199.22 r
  aes_top/oneround/sub96/s1/U385/O (AOI22S)               0.09     199.31 f
  aes_top/oneround/sub96/s1/U386/O (ND2S)                 0.32     199.63 r
  aes_top/oneround/sub96/s1/m0/in[5] (MultiplyM_10)       0.00     199.63 r
  aes_top/oneround/sub96/s1/m0/U2/O (MOAI1S)              0.40     200.03 f
  aes_top/oneround/sub96/s1/m0/U17/O (MOAI1S)             0.39     200.41 f
  aes_top/oneround/sub96/s1/m0/out[7] (MultiplyM_10)      0.00     200.41 f
  aes_top/oneround/sub96/s1/c1/in[7] (AddC_10)            0.00     200.41 f
  aes_top/oneround/sub96/s1/c1/U5/O (BUF1)                0.22     200.63 f
  aes_top/oneround/sub96/s1/c1/out[7] (AddC_10)           0.00     200.63 f
  aes_top/oneround/sub96/s1/U448/O (MUX2)                 0.24     200.87 f
  aes_top/oneround/sub96/s1/out[7] (SubOneByte_10)        0.00     200.87 f
  aes_top/oneround/sub96/out[87] (SubByte_96)             0.00     200.87 f
  aes_top/oneround/U200/O (MOAI1S)                        0.28     201.15 f
  aes_top/oneround/out[119] (AESOneRound)                 0.00     201.15 f
  U28313/O (AOI22S)                                       0.25     201.40 r
  U28315/O (ND2S)                                         0.10     201.50 f
  aes_top/temp_out_r_reg[119]/D (QDFFRBN)                 0.00     201.50 f
  data arrival time                                                201.50

  clock clk (rise edge)                                 400.00     400.00
  clock network delay (ideal)                             0.50     400.50
  clock uncertainty                                      -0.10     400.40
  aes_top/temp_out_r_reg[119]/CK (QDFFRBN)                0.00     400.40 r
  library setup time                                     -0.07     400.33
  data required time                                               400.33
  --------------------------------------------------------------------------
  data required time                                               400.33
  data arrival time                                               -201.50
  --------------------------------------------------------------------------
  slack (MET)                                                      198.83


1
